Vx,Vy,X,Y,G,Xx,Yy
0.1,0.0,0.015625476837158203,0.008545182645320892,0.24513961374759674,1.035179615020752,0.050718970596790314
0.1,0.0,0.2053285390138626,0.01074251625686884,0.23597663640975952,1.1775115728378296,-0.025816358625888824
0.1,0.0,0.1032746434211731,0.023194067180156708,0.2317005693912506,0.8651607036590576,6.482899188995361E-4
0.1,0.0,0.12500381469726562,-0.008545182645320892,0.021562932059168816,-0.03594851493835449,0.00620356947183609
0.1,0.0,0.19312113523483276,-0.045655690133571625,-0.1268773227930069,0.64729905128479,-0.4772989749908447
0.1,0.0,-0.009765923023223877,-0.01757866144180298,-0.3131912350654602,-1.360350489616394,-0.3686222434043884
0.1,0.0,0.029786067083477974,-0.05786309391260147,-0.5502068996429443,-1.4243862628936768,-0.2191343605518341
0.1,0.0,-0.06909390538930893,0.007080294657498598,-0.5190528035163879,-2.2483303546905518,0.3532322943210602
0.1,0.0,-9.765923023223877E-4,0.0,-0.4304773509502411,-1.396708607673645,0.030484601855278015
0.1,0.0,-0.09326456487178802,0.05005035549402237,-0.31135860085487366,-2.2545828819274902,0.49529752135276794
0.1,0.0,-0.02710043638944626,-7.324442267417908E-4,-0.4109296500682831,-1.2265727519989014,-0.015041794627904892
0.1,0.0,-0.125736266374588,0.010986664332449436,-0.26065680384635925,-1.7343189716339111,-0.10111363232135773
0.1,0.0,-0.21924497187137604,0.010986664332449436,-0.06456907093524933,-2.890237808227539,-0.0243162140250206
0.1,0.0,-0.1186559721827507,-0.02929777093231678,-0.15070106089115143,-1.900197148323059,-0.3567030429840088
0.1,0.0,-0.22779014706611633,0.009277626872062683,0.0026261096354573965,-1.891623854637146,0.05348623916506767
0.1,0.0,0.004150517284870148,0.0,0.07592993974685669,2.0740718841552734,0.0748659297823906
0.1,0.0,-0.01074251625686884,0.00317392498254776,0.0038478400092571974,2.0422582626342773,0.07785700261592865
-0.1,0.0,-0.3112888038158417,-0.00952177494764328,0.28118064999580383,1.3669633865356445,0.0249604731798172
-0.1,0.0,-0.1669972836971283,-0.010986664332449436,0.23597663640975952,0.1076822280883789,-0.03716587275266647
-0.1,0.0,-0.14575640857219696,0.00634784996509552,0.6067718267440796,2.8264923095703125,-0.021106798201799393
-0.1,0.0,-0.21631519496440887,0.008545182645320892,0.11136012524366379,1.1078158617019653,0.011207036674022675
-0.1,0.0,-0.038575395941734314,0.02929777093231678,0.6935147047042847,3.35650897026062,0.12559197843074799
-0.1,0.0,-0.014893033541738987,0.01660206913948059,0.1968812495470047,1.6978344917297363,0.002698659896850586
-0.1,0.0,0.08545182645320892,-0.011230811476707458,0.43695127964019775,2.947716474533081,-0.15285620093345642
-0.1,0.0,0.06006042659282684,-0.017090365290641785,0.07104301452636719,1.5859673023223877,-0.3661843538284302
-0.1,0.0,0.09668263792991638,0.006103701889514923,0.4497794806957245,3.9789817333221436,-0.282710462808609
-0.1,0.0,0.055909913033246994,-0.019531846046447754,0.13457299768924713,1.7615331411361694,-0.03762724995613098
-0.1,0.0,0.24878688156604767,-0.03393658250570297,0.6324281692504883,5.2430830001831055,-0.1888914704322815
-0.1,0.0,-0.12036500126123428,0.02050843834877014,-0.1317642480134964,1.618666648864746,-1.471949577331543
-0.1,0.0,0.21216468513011932,-0.03662221133708954,0.3526518940925598,1.7478196620941162,-0.2412305474281311
-0.1,0.0,0.17944884300231934,0.012207403779029846,0.150455504655838,1.8775129318237305,0.0839327871799469
-0.1,0.0,-0.0158696249127388,0.008545182645320892,0.0032369750551879406,-0.8729872703552246,0.09560144692659378
0.0,-1.0,0.021729180589318275,0.13647878170013428,-0.13604030013084412,-0.2408299446105957,1.392146110534668
0.0,-1.0,-0.07617419958114624,0.25733205676078796,0.13762733340263367,0.10046607255935669,-0.5066285729408264
0.0,-1.0,-0.095706045627594,0.1269569993019104,0.17550097405910492,0.7225989103317261,-0.4394237995147705
0.0,-1.0,0.014893033541738987,0.1420941799879074,0.2677416503429413,0.9205069541931152,-1.2215994596481323
0.0,-1.0,0.01831110566854477,0.09399700909852982,-0.015699846670031548,0.8223175406455994,-1.369470477104187
0.0,-1.0,0.011719107627868652,0.062257762998342514,-0.04746484011411667,0.6290819048881531,-2.1509995460510254
0.0,-1.0,0.02856532484292984,-0.037598803639411926,-0.07434291392564774,0.5908236503601074,-2.0299072265625
0.0,-1.0,0.032959990203380585,-0.050294503569602966,-0.13359685242176056,-0.18002855777740479,-2.1821532249450684
0.0,-1.0,-0.02465895563364029,-0.1281777322292328,-0.24233084917068481,-0.45439833402633667,-0.8876774311065674
0.0,-1.0,-0.04443494975566864,-0.07324442267417908,-0.10794049501419067,0.8751133680343628,-0.8199691772460938
0.0,-1.0,0.07617419958114624,-0.17969298362731934,-0.28570228815078735,-1.0051230192184448,-0.3506723642349243
0.0,-1.0,-0.0798364207148552,-0.16211432218551636,-0.15619885921478271,-0.34345242381095886,0.3376893997192383
0.0,-1.0,-0.04809717461466789,-0.14819788932800293,-0.027306288480758667,0.10452976822853088,1.914560079574585
0.0,-1.0,-0.014160589314997196,0.00634784996509552,0.0032369750551879406,0.11051768064498901,1.7406597137451172
0.0,1.0,0.035401470959186554,-0.12182989716529846,-0.3889385163784027,-0.4807646870613098,-1.5993692874908447
0.0,1.0,-0.04907376319169998,-0.20752586424350739,-0.07373204827308655,0.41826942563056946,-1.539806604385376
0.0,1.0,-0.014893033541738987,-0.35425886511802673,-0.1769682765007019,0.2849055230617523,1.4290207624435425
0.0,1.0,-0.024170659482479095,-0.17017121613025665,0.12052310258150101,0.08623969554901123,1.8220919370651245
0.0,1.0,-0.08178960531949997,-0.1572313755750656,0.27995893359184265,0.771186888217926,2.743072032928467
0.0,1.0,0.09912411868572235,0.025147251784801483,0.10219714045524597,0.20114532113075256,2.4884984493255615
0.0,1.0,-0.11987671256065369,-0.00878933072090149,0.08264946192502975,0.754449725151062,2.82454776763916
0.0,1.0,0.061281170696020126,0.1115756705403328,-0.15070106089115143,0.6753557324409485,1.5207571983337402
0.0,1.0,-0.043946657329797745,0.09595019370317459,-0.22522662580013275,-0.7747538089752197,2.0865414142608643
0.0,1.0,0.021973328664898872,0.22339551150798798,-0.22400489449501038,-0.7585115432739258,1.0459119081497192
0.0,1.0,-0.00537125812843442,0.21118809282779694,-0.24660690128803253,-0.6155943870544434,0.6449705362319946
0.0,1.0,-0.1027863398194313,0.2629474997520447,-0.06640166789293289,-0.6742171049118042,-0.7375218868255615
0.0,1.0,-0.036866359412670135,0.06250190734863281,0.011178222484886646,0.2391907423734665,-2.4354357719421387
0.0,1.0,-0.017090365290641785,0.007568590342998505,0.0038478400092571974,0.2703322470188141,-2.1667919158935547
30.0,0.0,0.1835993528366089,-0.01513718068599701,0.3037826716899872,2.398787021636963,-0.7670955061912537
30.0,0.0,0.1835993528366089,0.06518753618001938,0.1516772359609604,0.7308740019798279,0.3193551003932953
30.0,0.0,0.2553789019584656,7.324442267417908E-4,0.009956492111086845,0.9230186939239502,-0.5417236089706421
30.0,0.0,0.22656942903995514,-0.025147251784801483,-0.14825759828090668,0.1870737075805664,-0.6761437654495239
30.0,0.0,0.11670277267694473,-0.021973328664898872,-0.31746727228164673,-1.8135364055633545,-0.4473428726196289
30.0,0.0,0.16309091448783875,-0.0046388134360313416,-0.43353167176246643,-2.0489821434020996,-0.3411928117275238
30.0,0.0,-0.027344586327672005,0.011719107627868652,-0.18552038073539734,-3.2721750736236572,-0.33844292163848877
30.0,0.0,-0.13867610692977905,0.00878933072090149,0.04599754512310028,-3.672842025756836,-0.7002865076065063
30.0,0.0,-0.09350871294736862,-0.00317392498254776,-0.16963788866996765,-2.9023358821868896,-0.5235685110092163
30.0,0.0,-0.15430158376693726,0.05053865164518356,0.15900760889053345,-3.3168606758117676,-0.021860972046852112
30.0,0.0,-0.15186011791229248,0.01196325570344925,-0.5819719433784485,0.46388888359069824,-1.0428187847137451
30.0,0.0,-0.1425824910402298,-0.028809474781155586,-0.22644835710525513,-1.8678945302963257,0.2158856838941574
30.0,0.0,-0.052735984325408936,-0.009033478796482086,-0.39199283719062805,-0.16945219039916992,-0.18971329927444458
30.0,0.0,-0.16333505511283875,0.0236823633313179,-0.04318878427147865,-1.2858837842941284,-0.5048143863677979
30.0,0.0,-0.17749565839767456,0.004150517284870148,0.02034120261669159,0.13661527633666992,-0.03853964805603027
30.0,0.0,-0.00634784996509552,0.005615405738353729,0.00568043626844883,2.069140911102295,0.0671057403087616
-30.0,0.0,-0.3012787103652954,-0.015625476837158203,-0.6571083664894104,-3.725651741027832,0.40979865193367004
-30.0,0.0,-0.5290688872337341,0.035401470959186554,-0.7817248702049255,-3.0513718128204346,-0.1556769758462906
-30.0,0.0,-0.5610523223876953,-0.038575395941734314,0.15961848199367523,-0.8813087940216064,1.0387247800827026
-30.0,0.0,0.010010071098804474,0.022705771028995514,0.30989131331443787,-0.7068867683410645,-0.623318076133728
-30.0,0.0,-0.3659779727458954,-0.04858546704053879,0.916480541229248,6.1996917724609375,-0.04985606670379639
-30.0,0.0,0.36109501123428345,-0.01977599412202835,0.3343259394168854,4.248211860656738,-0.06241941079497337
-30.0,0.0,0.10596027225255966,0.007568590342998505,0.47665753960609436,4.458164215087891,-0.2282056212425232
-30.0,0.0,0.6428419351577759,-0.029786067083477974,-0.18979644775390625,1.1056759357452393,-0.584848940372467
-30.0,0.0,0.018799401819705963,-0.05005035549402237,0.4345078468322754,4.383191108703613,-0.8356419205665588
-30.0,0.0,0.3728141188621521,-0.08203375339508057,0.3074478805065155,2.180971145629883,0.22068080306053162
-30.0,0.0,0.20410780608654022,0.009033478796482086,0.3740321695804596,3.752469062805176,0.39872902631759644
-30.0,0.0,0.3112888038158417,0.047853022813797,-0.008369464427232742,-1.0847196578979492,0.2094818353652954
-30.0,0.0,-0.015381328761577606,0.006103701889514923,0.006902166176587343,-1.2081862688064575,0.15180706977844238
0.0,-40.0,0.0,0.19580677151679993,0.13457299768924713,-0.30388733744621277,1.9273879528045654
0.0,-40.0,0.054445020854473114,0.2292550504207611,0.0905907079577446,-0.32765573263168335,1.4097410440444946
0.0,-40.0,-0.03247169405221939,0.2778405249118805,0.08142772316932678,0.02825184352695942,-0.023013591766357422
0.0,-40.0,0.02856532484292984,0.23316141963005066,-0.019975904375314713,-0.26878902316093445,-1.6636723279953003
0.0,-40.0,-0.05078279972076416,0.12524797022342682,0.02034120261669159,-0.10822999477386475,-2.6492223739624023
0.0,-40.0,0.04052858054637909,0.01342814415693283,-0.0761755034327507,0.9246707558631897,-3.714318037033081
0.0,-40.0,0.04516739398241043,-0.08227790892124176,-0.30586084723472595,-0.30578890442848206,-2.950878620147705
0.0,-40.0,-0.07739493995904922,-0.16162602603435516,-0.1623075157403946,-0.5055703520774841,-2.21053409576416
